DM2b2r9	DM1b2r9	WT2r6	DM1b2r5	WT2r5	WT2r4	DO1b2r9	DM2b2r1	DM2b2r4	DM2b2r2	DM1b2r6	DO2b2r3	DO2b2r8	DO1b2r6	DO1b2r2	DO2b2r5	WT2r8	DM2b2r6	DO1b2r8	WT2r9	DO1b2r7	DM1b2r2	DO1b2r3	DM2b2r7	WT2r3	WT2r2	DO2b2r2	DO1b2r5	DO1b2r4	DM2b2r3	DM1b2r3	DM1b2r1	DM1b2r8	WT2r7	DO1b2r1	DM2b2r8	DO2b2r9	DM2b2r5	DO2b2r6	DM1b2r4	DO2b2r4	DO2b2r1	WT2r1	DO2b2r7	DM1b2r7	DM4b2r5	TPS30a2r8	TPS30a2r3	TPS25b2r2	TPS25b2r9	DM3b2r5	TPS30a2r7	TPS25a2r4	TPS30b2r3	TPS30b2r2	DM3b2r9	DM4b2r9	TPS25b2r8	TPS30b2r5	DM4b2r2	DM4b2r7	TPS30b2r6	TPS30a2r1	DM4b2r4	TPS30b2r4	TPS25a2r7	TPS25a2r3	TPS30a2r6	TPS25b2r7	DM3b2r8	DM3b2r4	DM4b2r8	TPS30a2r9	DM4b2r1	DM3b2r1	DM3b2r3	TPS30a2r5	TPS25b2r4	TPS25a2r8	TPS25b2r5	TPS30b2r9	TPS25a2r2	TPS25a2r1	DM3b2r7	TPS25a2r9	TPS25a2r6	TPS25b2r3	TPS25b2r1	TPS30b2r8	DM3b2r2	TPS25a2r5	DM3b2r6	TPS30a2r2	DM4b2r6	TPS30a2r4	TPS25b2r6	DM4b2r3	TPS30b2r1	TPS30b2r7	WT4b3r2	DO2a3r8	WT4b3r14	DO2b3r8	DO2a3r1	DO2b3r14	DO2a3r7	WT2b3r11	DO2b3r9	WT2b3r6	WT4b3r8	DO2b3r10	WT2b3r13	DO2b3r4	WT4b3r11	WT2b3r5	DO2b3r5	DO2a3r6	WT4b3r9	DO2b3r3	DO2b3r13	DO2b3r1	DO2b3r15	DO2b3r11	DO2a3r13	WT2b3r9	DO2a3r3	DO2a3r9	WT2b3r2	WT4b3r5	WT4b3r7	DO2b3r2	WT4b3r4	WT2b3r14	DO2b3r6	WT4b3r3	WT2b3r10	WT4b3r10	DO2a3r11	DO2a3r10	WT4b3r12	WT4b3r1	DO2b3r12	DO2a3r4	WT2b3r8	WT2b3r3	DO2a3r2	DO2a3r5	WT4b3r6	WT4b3r13	WT2b3r7	WT2b3r12	DO2b3r7	WT2b3r1	DO2a3r14	DO2a3r12	WT2b3r4	DM1b3r3	DM2b3r2	DM2b3r7	DM4b3r4	DM1b3r4	DM2b3r5	DM1b3r9	DM1b3r2	DM4b3r9	DM4b3r1	DM3b3r6	DM1b3r8	DM3b3r11	DM1b3r14	DM1b3r13	DM1b3r7	DM3b3r12	DM3b3r4	DM3b3r9	DM4b3r3	DM1b3r12	DM2b3r9	DM1b3r1	DM2b3r4	DM4b3r13	DM4b3r5	DM2b3r11	DM3b3r1	DM3b3r13	DM3b3r15	DM4b3r2	DM4b3r7	DM4b3r10	DM1b3r15	DM3b3r10	DM2b3r6	DM1b3r5	DM4b3r11	DM2b3r12	DM2b3r8	DM3b3r5	DM4b3r8	DM3b3r2	DM2b3r14	DM3b3r7	DM1b3r11	DM1b3r6	DM4b3r6	DM2b3r3	DM2b3r1	DM1b3r10	DM3b3r14	DM4b3r12	DM2b3r10	DM2b3r13	DM3b3r3	DM3b3r8	TPS25b3r9	TPS25a3r10	TPS30a3r13	TPS25a3r7	TPS25b3r11	TPS30b3r8	TPS25b3r14	TPS30a3r9	TPS30a3r5	TPS25a3r11	TPS25a3r2	TPS30a3r15	TPS30b3r5	TPS25b3r10	TPS25a3r6	TPS25b3r15	TPS25a3r1	TPS25a3r3	TPS25a3r8	TPS25b3r8	TPS30b3r6	TPS30b3r2	TPS25a3r4	TPS25b3r3	TPS25b3r6	TPS30b3r13	TPS30a3r12	TPS25b3r5	TPS25a3r13	TPS30a3r11	TPS30b3r4	TPS30a3r3	TPS30b3r10	TPS25a3r9	TPS25a3r14	TPS30a3r14	TPS30a3r2	TPS25a3r5	TPS30b3r1	TPS25b3r7	TPS30b3r12	TPS30a3r4	TPS25a3r15	TPS25b3r4	TPS30b3r3	TPS30b3r9	TPS25b3r13	TPS25b3r12	TPS30a3r6	TPS30a3r10	TPS30b3r11	TPS25b3r1	TPS30a3r8	TPS25a3r12	TPS25b3r2	TPS30a3r7	TPS30b3r7	TPS30b3r14	TPS30a3r1	DO1b3r15	Soil5	DO1a3r4	DO1c3r5	Soil4	DO1b3r13	DO1a3r3	DO1b3r14	DO1a3r15	DO1c3r3	DO1a3r10	Soil20	DO1c3r10	DO1a3r6	DO1a3r7	DO1a3r14	DO1b3r4	Soil21	DO1a3r8	DO1c3r14	DO1a3r9	Soil15	Soil26	DO1b3r2	Soil13	Soil1	DO1c3r6	DO1b3r5	Soil25	DO1a3r12	DO1b3r10	Soil6	DO1b3r12	DO1c3r4	DO1c3r15	DO1b3r7	DO1a3r13	DO1b3r6	Soil2	Soil3	Soil14	DO1c3r8	Soil27	DO1a3r5	DO1b3r9	DO1c3r9	Soil19	DO1b3r8	DO1c3r13	DO1c3r2	DO1a3r1	DO1a3r2	DO1c3r11	DO1c3r12	DO1b3r11	DO1c3r1	DO1c3r7	DO1b3r3	DO1b3r1	DO1a3r11
OTU_101	8.8403	6.9266	5.9198	7.9819	6.9568	7.084	7.0985	7.869	8.8934	7.1225	6.6601	6.2651	6.0423	7.6383	6.5741	6.3235	5.8118	7.3005	8.2576	7.7938	6.7159	7.5218	6.7865	8.3263	7.9691	6.7906	4.8115	6.6268	6.8415	9.5482	7.1352	7.2323	2.4381	5.8601	7.721	8.3528	8.1145	6.5292	6.7531	7.1153	7.4914	6.0133	7.2945	7.0046	0.0	6.4422	7.0459	10.321	8.574	5.9775	7.2115	6.7111	5.563	5.5722	6.981	7.716	5.667	4.7444	5.3709	8.2543	5.8932	5.9852	6.7664	6.7746	5.7822	6.1123	7.5059	8.521	6.2535	5.8974	9.1632	6.1147	7.9465	6.9849	6.1871	5.5051	7.5196	5.3997	7.3469	7.0434	6.5658	6.3502	6.5554	6.7965	7.7878	5.561	6.0296	5.9386	5.0826	6.7568	6.3226	5.388	6.1719	7.1402	9.8973	6.1558	5.7212	8.6423	4.6161	0.57527	0.0	0.0	0.0	0.0	0.0	1.0797	1.8252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71532	0.0	0.0	3.1259	0.0	0.0	0.48297	0.0	2.6477	0.0	0.0	0.0	0.0	3.2472	0.0	0.0	0.58884	0.0	3.3609	0.0	1.8721	0.0	0.0	0.0	0.59549	0.0	0.0	0.0	0.0	1.8108	0.0	3.6644	0.0	0.0	0.0	0.91065	0.85238	0.71424	0.0	6.4337	0.0	0.0	1.4711	0.0	0.0	0.0	0.0	0.73658	0.0	0.51334	0.0	0.50913	2.5858	0.0	0.0	1.5519	0.70709	0.0	0.0	0.61936	0.0	0.0	0.0	0.0	0.0	0.0	2.0506	0.51168	3.6915	0.0	0.0	0.0	0.0	0.0	0.0	0.60512	0.0	2.3201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3884	0.0	0.0	0.0	0.0	0.0	0.0	0.92087	4.1554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86341	0.0	0.0	0.0	0.0	3.7533	0.0	0.0	0.44221	3.5757	0.0	0.0	0.0	0.0	0.0	0.0	0.53012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9271	0.0	0.0	0.0	0.0	0.3576	0.0	0.0	0.58376	0.0	0.39491	0.0	0.0	0.0	0.0	1.0808	1.7815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3044	0.0	0.0	0.0	0.39887	0.0	0.0	0.0	0.0	0.0	0.76494	0.0	0.0	0.0	2.4195	0.0	0.0	0.93445	0.0	0.0	0.0	0.72375	0.0	0.0	0.0	0.0	0.0	0.0	0.55989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64438	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_163	4.4593	4.6978	4.2966	4.4277	4.4519	3.4685	3.5435	7.2368	4.4181	4.0959	4.6841	3.9633	5.6013	4.8444	3.9087	3.4042	4.2773	4.59	3.9387	4.1891	3.5324	4.9871	4.7861	5.1648	3.9858	4.2924	4.1334	3.8507	4.1261	3.721	5.5299	4.1635	4.3175	3.8367	4.518	4.6216	3.8624	4.8499	3.5541	4.0608	3.9593	4.2607	4.5311	4.3438	5.7817	3.5734	3.6692	3.8012	4.1469	3.6301	4.2257	4.4522	4.8463	4.033	4.0049	3.7475	3.849	5.532	4.293	4.2567	3.9227	4.675	3.1565	3.9706	4.4723	4.2232	4.3938	4.0838	4.25	4.6679	4.2301	4.264	4.1382	4.0943	4.6541	2.9963	5.0198	4.5715	4.5122	4.3868	4.0697	4.5738	4.3994	2.8493	4.4003	4.7797	4.7856	4.0472	3.7855	3.2661	4.7211	3.4239	3.6151	4.2778	3.7154	4.169	3.6209	4.4257	3.8206	4.2202	5.9341	4.7741	4.2316	4.6391	4.0458	4.3567	3.8644	3.7584	3.724	3.9706	5.4498	4.063	5.0985	4.3456	4.8052	3.4917	4.0901	4.5962	4.1897	5.8148	4.7887	3.8581	4.754	4.6591	3.8943	4.6535	7.2223	3.5002	3.7999	4.4411	2.9169	3.5347	4.6264	3.7676	3.3663	4.0594	4.5549	4.3257	4.4562	4.2653	4.433	3.7753	3.9726	3.8458	3.6674	4.5731	3.5222	3.6399	3.9271	3.7822	3.9911	4.914	3.9695	4.9124	5.022	3.6942	5.3687	3.6827	3.9455	4.4542	3.2544	3.7717	4.4981	4.3686	4.8966	4.1641	3.6365	6.4776	4.3599	3.4141	4.0162	4.7876	4.578	4.2245	3.8712	4.815	3.867	4.7101	4.9896	2.9386	4.6003	4.9842	4.5977	4.6794	3.9238	4.2241	4.5023	3.4305	5.009	4.056	3.587	4.215	4.6744	3.582	4.1467	3.9799	3.9574	4.4616	4.5641	4.615	4.8419	4.5532	4.6812	3.692	0.0	4.4492	3.892	3.726	4.6674	2.957	3.8905	3.1775	3.741	4.4509	4.5924	4.1535	4.2992	4.5311	5.1053	4.6565	5.1828	4.5707	4.9257	4.516	4.6628	4.0553	4.6167	4.6483	4.1701	4.2868	4.8423	4.7176	4.1025	7.3062	6.0792	4.6354	4.3406	4.5919	5.3497	4.3954	4.028	4.1483	4.4883	5.0249	5.1308	3.6121	4.2084	4.804	4.5542	4.5062	4.6593	3.7203	3.5702	5.1113	4.5148	4.538	5.449	4.557	5.054	4.1394	4.1409	5.2206	4.7963	5.1453	4.1259	5.7918	4.4861	3.4106	3.7233	4.8585	4.908	4.9067	6.2026	1.9617	5.0395	3.9203	2.2506	4.609	3.3143	5.2154	4.7213	3.8732	3.6788	2.3376	3.2075	4.3725	4.687	4.3969	3.7802	2.0852	4.1285	4.501	4.1079	2.1241	2.2391	3.6487	2.1929	2.3646	5.1825	4.0703	2.3304	3.9946	3.767	2.0657	4.7378	4.2302	3.7119	3.8593	5.2156	4.6499	2.1412	1.9869	1.7992	3.3255	1.7938	4.4793	5.2292	4.4088	1.6466	4.9601	4.197	4.05	4.4119	3.8671	4.2059	4.0962	4.3545	4.5395	3.9281	4.3609	4.0249	5.7303
OTU_31	9.9587	10.014	10.005	9.6924	9.2065	9.5518	9.413	9.7173	9.8205	10.14	9.2174	9.6404	10.75	10.061	9.7918	10.076	9.8833	10.066	9.9506	9.2382	10.016	9.2061	9.203	10.411	9.0606	9.4766	9.5893	10.274	9.7448	9.9652	9.2358	9.5908	7.8544	9.6174	9.8215	9.255	10.271	10.206	9.7434	10.11	9.899	10.208	9.3446	9.8564	4.7674	10.04	9.8599	9.7142	9.4797	9.4792	9.9902	9.7676	10.518	10.086	9.8086	9.8705	10.058	9.7576	10.221	9.7766	10.12	10.438	9.4362	10.012	10.028	9.7882	9.512	9.2977	9.677	9.6573	9.5068	10.06	9.6001	9.6856	9.7162	9.8941	9.5431	9.6812	9.7156	9.4801	9.4117	9.5101	9.9464	9.4107	10.052	10.007	9.6061	9.5042	9.6538	9.5785	9.6083	10.381	9.9139	9.5507	9.702	9.7009	9.2304	9.8797	10.027	9.5965	9.6885	9.671	9.5622	9.8619	9.1344	9.3981	10.253	9.8091	9.8575	10.043	9.9713	9.6846	9.8343	9.2907	8.9217	10.567	10.008	10.249	9.6069	9.6718	9.8515	9.5255	10.107	9.8349	9.5283	9.5956	10.193	9.2198	9.9648	9.9116	9.7648	9.9804	9.2391	9.1926	9.8522	9.6242	9.8983	10.097	9.7854	9.432	10.211	10.096	10.024	9.8182	9.7265	9.9208	10.233	9.8568	9.8418	9.1034	9.923	9.8762	9.5446	9.8395	9.9022	9.783	9.3862	9.367	9.0167	10.33	9.4543	8.9109	8.9031	8.9488	9.4564	9.9426	9.8346	9.3181	9.9117	9.3642	9.1965	9.383	10.135	9.1532	9.6363	9.8971	9.8238	9.3176	9.5352	8.7465	10.13	10.037	8.6141	9.4667	10.062	9.9127	9.9773	9.2395	9.2967	9.1364	9.5753	7.847	9.6957	9.2539	9.1014	9.7391	8.549	8.9409	9.2047	9.4912	9.6179	9.4144	8.3091	9.5042	7.6058	9.5431	9.9972	9.4237	8.4174	9.5357	8.5299	9.535	9.2558	10.467	9.6977	9.9542	9.59	9.8866	10.215	10.081	9.4345	9.421	9.154	9.42	10.022	9.5551	10.469	9.8117	9.9864	10.643	10.058	8.9635	10.407	9.6449	8.4054	9.6637	10.065	9.2841	9.7476	9.8014	10.134	9.7572	9.8153	10.022	9.8375	10.364	9.3333	9.4406	9.8212	10.097	9.5791	10.348	9.0138	10.766	10.064	10.181	9.7211	9.7644	9.7571	9.8832	9.7114	9.7833	9.4236	9.7964	10.224	10.19	9.8471	9.6766	9.4343	10.158	9.9368	9.53	9.3333	8.5495	9.3962	9.5849	8.8665	9.5398	9.4917	8.9329	9.8947	9.7446	9.4931	8.6223	9.5676	9.2273	9.8421	9.2569	9.2317	8.4933	9.8641	9.9297	9.4281	8.6088	8.6018	9.9772	8.4578	8.4106	9.6241	9.6467	8.454	9.6025	9.8565	8.5935	10.131	10.083	9.4428	9.4578	9.4007	8.9044	8.5186	8.3532	8.5847	9.8048	8.4073	9.8303	9.8244	9.6087	8.5338	9.9482	9.3496	9.7947	9.0974	8.8593	9.3793	10.403	9.5633	9.8631	9.3724	9.1317	9.3191	9.5043
OTU_26	9.1776	9.138	10.187	8.7454	9.4594	9.3093	8.8625	8.2159	8.5483	9.2295	9.0494	9.1789	9.6551	9.7669	9.2607	9.5227	9.4376	8.9314	9.4535	8.7478	9.5476	8.3544	8.5901	8.7538	8.8306	8.7917	9.1755	9.6852	9.2357	9.5146	8.9328	9.2349	6.7508	8.7337	9.3533	8.2888	9.6947	9.4029	9.3215	8.4541	9.3762	9.7479	8.5366	9.3982	6.8861	9.9458	8.6074	9.0145	8.0329	8.6889	8.9726	8.717	8.5783	8.7069	8.7919	8.8506	9.6353	9.1956	9.7442	9.3609	9.6558	8.9249	8.7907	9.4495	9.0192	8.7492	8.9846	8.2425	8.7814	9.1732	8.1847	9.2553	8.8406	8.9984	9.2482	9.0979	8.2339	8.8684	8.6653	8.8606	8.7599	8.8014	8.9827	8.7612	8.3521	9.268	9.0057	8.7479	8.9314	8.7468	8.4683	9.1581	9.2819	9.0016	8.69	8.8737	8.4173	8.41	9.2639	8.3107	8.6982	8.6246	8.0792	9.1916	8.3921	7.4986	8.699	8.5406	8.4663	8.8353	9.1071	8.5859	9.4196	8.6054	7.2765	9.3451	9.0153	8.229	9.0241	8.5116	9.0591	8.7147	8.9473	8.8015	8.5184	8.3898	8.9053	8.3444	8.9614	8.7006	8.5871	9.2154	8.4418	8.2026	8.8784	8.4957	8.1591	8.7961	9.1385	9.017	9.0677	9.0262	9.1988	8.989	8.591	8.3891	8.4321	9.0111	9.0649	8.6985	8.7587	8.8997	7.6838	8.6383	8.7828	8.5107	7.7212	7.9513	7.6692	8.9896	9.0465	7.711	6.5834	8.0457	7.765	9.4488	7.7511	8.3123	8.1904	8.2476	8.3436	7.7892	8.7155	8.4756	9.0479	8.902	9.0925	8.5158	8.5591	8.0934	8.8231	10.263	8.5112	7.9418	9.076	9.1533	8.8238	8.0788	6.911	8.5553	8.0147	6.7229	8.4083	8.4128	7.8476	7.5011	7.5914	6.9243	7.7181	8.3287	8.7839	8.8448	7.3397	8.1272	6.6692	8.7999	9.1661	8.4145	6.9226	7.4941	6.7229	8.5851	7.5113	9.1564	8.1301	8.632	6.4819	8.739	8.3807	8.6815	8.4722	8.4108	7.4963	8.31	8.837	9.2324	8.9803	7.9199	8.9834	8.2888	8.8956	7.6273	8.6462	9.1151	6.8774	8.1661	8.8042	8.2201	8.7304	8.5097	8.4135	7.9797	8.5892	8.4457	8.5568	9.6381	8.8271	8.3728	9.208	8.3053	8.9869	9.1582	7.6034	9.387	8.5964	8.6396	8.574	8.3348	7.5641	8.666	8.1142	9.238	8.6917	8.4924	8.7124	9.3501	8.6938	8.9104	8.1601	8.3133	9.6446	9.2142	8.7468	6.058	8.2324	8.7718	6.4066	8.0219	7.9896	7.0256	8.9885	8.5666	8.2708	6.3231	8.4792	8.2279	8.7816	8.1897	8.0423	6.3475	8.8951	9.1038	8.4422	6.1184	6.3553	8.6682	6.012	5.5439	8.9807	8.3275	6.2003	8.7076	8.7478	5.9497	8.7402	8.7116	8.9392	8.1298	8.7793	7.9911	5.7965	5.4092	5.9717	9.5932	5.9981	8.3448	8.6066	8.2115	6.0506	8.6295	8.6125	8.7949	7.8399	7.5894	8.8835	9.1976	8.5958	8.7122	8.4798	7.9603	8.2414	8.9715
OTU_41	7.1031	7.1984	9.9842	6.6716	11.812	7.3547	7.9961	7.9375	5.1673	8.3618	6.3121	7.5195	9.1103	8.7138	8.2579	9.2335	7.5973	8.4261	8.3593	6.6224	7.1563	7.917	7.5427	6.9835	7.739	7.7496	9.2138	8.3952	7.6444	7.435	4.7212	7.1983	4.3625	7.5734	7.158	7.0726	7.4985	7.5764	8.2549	7.1362	8.2237	12.016	8.0073	8.2483	4.0384	9.7577	7.1611	7.3843	6.5661	8.1909	7.8973	8.1803	10.774	7.2021	7.1163	7.3017	7.8912	8.7227	8.0964	8.202	9.0867	8.5089	7.0619	10.401	7.039	8.3324	8.1782	7.4252	9.193	7.067	8.2342	10.695	6.4513	8.5486	11.094	7.6085	10.05	6.4286	7.5734	8.5306	7.6304	8.929	7.5565	8.6569	10.61	8.6721	8.525	7.6774	9.0271	9.7909	8.3737	7.4328	8.4078	7.0396	9.0731	7.402	9.5609	6.1741	8.4979	7.8381	7.7594	9.3193	8.4143	8.9528	8.2494	6.0231	8.7122	9.4346	6.9382	8.1891	9.322	8.8461	11.299	8.6273	6.3889	8.9214	10.375	6.4185	9.1866	8.5504	9.6028	9.6743	9.9443	7.4206	7.6689	9.2567	13.833	8.7724	8.0314	9.1947	7.4873	8.0884	9.538	6.808	7.8134	7.6705	7.8835	8.7597	8.5935	10.077	12.673	9.1334	7.9027	9.5718	7.5989	5.6097	7.1677	8.9815	8.1803	7.7469	8.5121	8.2721	8.9545	8.9522	9.158	7.9886	10.591	8.389	7.0757	8.1653	8.9179	5.961	6.8764	8.8534	7.7978	9.7462	6.3022	7.4982	8.1038	8.994	9.5602	7.5401	7.9784	9.1368	8.8469	7.4247	8.701	7.6206	9.2884	8.8257	11.377	8.8345	5.7965	7.7396	8.0641	8.1999	8.1498	6.4885	6.5154	8.3993	7.1378	3.5089	8.071	7.1877	8.9294	8.0796	9.7748	5.1464	5.8646	6.7335	9.2107	8.6841	7.4213	10.315	1.3507	12.137	8.4131	8.456	6.7811	6.3308	7.2923	7.4319	5.771	8.285	6.8698	7.9206	6.9031	6.0934	7.5512	10.333	10.57	7.6856	8.9152	8.3342	8.1448	9.2425	6.5784	8.2723	7.4368	6.1785	9.4472	7.2852	6.8415	10.65	5.6946	7.4271	7.1743	9.3682	11.393	8.0336	6.3738	9.4187	9.0385	9.0255	7.8496	10.21	9.2189	7.0236	8.6865	7.0028	8.3685	7.6654	7.0393	9.1648	9.4667	6.9434	9.829	8.2132	6.1051	6.4032	6.6342	8.9121	7.8848	8.3965	9.2899	9.0497	6.9628	10.703	8.1635	9.4619	10.128	11.515	9.3952	5.2574	6.5661	8.2884	4.0608	7.9172	9.2211	8.5116	8.8725	9.3027	8.6984	3.7185	9.1698	7.5223	11.354	7.9595	10.012	4.3394	8.6963	11.055	9.0576	3.8256	3.8476	8.4963	3.6418	3.7272	8.9817	8.3747	2.8616	9.0543	9.6978	3.6649	6.7111	8.4827	8.5417	8.1694	9.2765	6.0476	3.5511	5.2721	3.0773	8.7904	3.0707	8.5714	10.65	10.375	3.3913	7.4865	8.4496	8.3261	11.172	6.6811	7.6009	8.4944	9.2994	6.9984	9.6026	8.6679	7.5718	10.952
OTU_7591	10.096	10.645	9.6259	9.1855	9.2791	9.684	10.09	9.7724	9.0422	9.1454	10.222	10.219	10.281	10.869	10.063	10.206	9.6735	8.3109	10.46	10.184	10.254	9.892	9.0774	10.224	10.284	9.6123	11.137	10.833	10.41	9.2226	9.7599	10.297	9.8868	9.9594	9.3693	9.5139	11.406	9.2472	10.576	9.5825	9.9734	10.296	8.7535	10.277	5.1896	9.1836	10.582	8.9192	11.337	9.161	9.4442	9.3185	10.221	9.2783	9.9148	9.1034	9.3896	9.1878	7.7339	9.6664	8.8034	9.4009	9.1322	8.5006	10.126	10.511	10.394	8.7477	9.2215	9.7695	9.4815	10.343	10.858	8.9661	9.0972	9.0709	9.2799	9.9507	9.3776	10.585	10.148	8.916	9.9812	8.6898	9.7032	9.9058	9.8566	9.8939	9.8943	9.063	10.864	9.4766	8.9694	9.4924	8.9387	10.551	9.3898	9.3603	10.497	8.4845	8.9008	8.4286	8.4983	9.5709	8.0218	8.8639	7.8289	8.507	9.6693	9.5477	7.398	8.3044	8.833	7.9358	9.6089	8.9579	8.7952	10.383	8.5519	8.9744	8.7576	8.2552	8.2177	8.9907	8.586	9.3244	7.3631	7.2773	8.0429	9.5392	8.8445	9.0574	8.7846	8.3263	9.0219	8.2897	8.5268	8.4334	8.8176	8.128	8.9914	8.616	9.2671	8.0736	7.3604	9.2127	9.8528	8.2412	8.6081	8.0968	8.6238	7.7735	7.598	9.9199	8.6306	8.5921	8.2012	8.382	8.4093	8.6289	7.9939	8.8497	9.3891	7.8215	9.124	7.149	8.2	8.2504	8.4671	7.9582	7.8921	8.2193	9.087	9.4394	8.715	9.4973	8.3265	8.8943	9.0213	8.3481	8.642	7.8269	8.3346	8.9902	8.685	8.5086	8.7877	10.162	10.046	8.079	9.4445	9.1979	8.898	8.1595	8.3931	7.6038	7.5416	10.18	9.0403	9.023	6.8299	8.3654	10.639	9.2735	8.7022	7.7962	7.5522	8.4338	9.5422	6.8154	7.8834	7.3201	9.3568	9.2785	9.821	9.0628	10.414	9.8697	9.0122	9.5397	9.1605	9.2192	9.3784	9.4907	9.3508	9.7859	8.6354	10.068	8.894	8.9143	8.6083	9.7314	8.643	8.7045	9.3943	10.083	9.5054	9.7893	9.1424	8.8889	8.2066	8.9807	9.1611	9.8196	9.388	7.7621	9.3979	11.056	8.9424	9.4964	9.2167	7.7066	7.8173	10.256	8.7876	9.416	8.6471	9.7729	9.9607	8.8364	9.5181	7.2269	8.6487	7.2893	8.6348	9.3755	9.8076	8.296	8.2236	9.5389	8.7117	8.025	8.6184	0.97458	9.8555	9.4409	0.9859	8.4897	8.3499	9.4183	7.2381	7.1506	8.4458	1.1809	6.989	9.1714	8.2253	8.0465	8.7439	0.89907	8.5862	7.9515	7.744	1.024	1.4524	8.0801	1.4783	0.0	7.6955	8.7798	0.74122	7.9012	8.2342	2.1544	9.6167	8.5028	8.317	8.8615	8.4029	8.3491	0.3146	1.8748	0.31964	7.9991	1.4474	8.4345	8.1111	8.3543	0.97718	7.4707	8.4768	9.2983	8.9023	8.624	8.3357	9.4253	8.0448	9.1148	8.166	9.1594	8.6952	8.5696
OTU_2283	6.9276	6.815	6.1339	6.7331	7.2851	6.6042	6.2407	7.1375	7.3385	6.295	5.7748	7.7092	6.3796	7.2538	6.6668	7.0791	6.4426	6.6664	7.4058	8.5148	6.694	6.8927	5.7417	7.2871	6.3413	6.4899	7.3081	6.9809	8.0408	7.3925	6.1615	6.6039	6.0723	6.4851	8.5116	5.6895	6.3622	8.3318	6.5382	6.4435	8.2361	6.383	5.8151	6.313	3.3589	5.6551	5.8247	6.284	6.5096	6.0217	6.0267	6.2569	5.7519	5.5862	5.927	6.1305	6.1828	6.6328	5.221	6.2684	5.4862	4.8813	5.9852	6.1538	6.8647	7.317	6.5865	6.1323	6.2434	6.2497	6.1326	6.6928	6.5611	6.0163	6.0029	6.4892	6.8214	5.8833	7.078	6.8072	5.969	5.6996	5.9108	6.5321	7.6123	7.1208	6.3635	5.9102	6.1255	5.8338	7.831	5.9273	5.8136	6.784	5.9325	6.7809	5.7049	5.034	6.1165	6.151	5.8327	6.6742	6.9248	7.4767	7.1107	6.9613	5.8425	6.4552	6.3013	6.6807	5.531	6.893	7.1431	6.7557	6.604	5.5148	6.3193	7.2681	5.4775	7.1478	5.5088	6.4447	6.957	6.7961	6.2371	7.1572	7.1169	5.6129	6.0726	7.6044	6.8757	6.5826	7.4049	8.1735	6.3208	7.0819	7.0481	6.7813	7.1186	5.2775	6.7248	5.7679	5.9651	6.2044	5.5796	7.8429	7.4958	7.2765	6.1904	6.0659	7.012	5.6348	5.9807	7.5765	6.3039	6.1282	5.4732	5.9246	7.0013	6.5561	5.1167	7.0251	5.9045	3.8753	5.9762	5.7061	6.2077	6.1917	6.7897	6.3533	5.6893	6.116	6.3368	6.7509	6.0241	6.8628	6.1248	7.5631	5.8598	6.4439	5.9387	6.1198	7.5969	6.0881	6.8586	7.2969	6.7538	6.0046	5.3772	5.8	6.2559	6.3233	5.745	6.2425	6.2866	5.9096	5.0748	6.0653	6.1468	5.766	6.235	6.1953	6.8253	6.0571	7.1348	5.0474	5.1453	7.4663	4.617	6.5679	5.189	5.2281	7.1729	5.7521	5.5415	7.2417	4.6864	6.8548	7.2897	6.7706	6.3029	6.3481	6.3825	6.9834	7.8939	5.3617	6.9816	5.6426	6.2341	6.0209	5.8661	5.5601	5.6176	5.0957	7.0685	6.8251	6.8774	7.1873	6.8546	6.4789	6.0038	6.701	6.3819	6.0507	5.3264	5.6183	5.6385	7.0094	6.3095	6.7518	6.1896	5.4679	5.6647	6.7703	6.4361	6.5031	6.1522	5.8565	6.8336	7.408	6.9221	5.7059	6.0676	5.4806	5.8038	5.6213	5.8499	4.9389	5.7043	5.1364	6.418	6.3451	5.7058	0.65905	6.4655	6.9178	0.57558	6.0527	6.0386	6.8831	4.9385	5.2878	5.7817	0.32587	6.4374	6.6818	5.178	6.8471	6.7192	1.7563	5.9245	6.2169	5.0236	1.024	1.6927	6.2263	1.3397	0.69825	6.6177	5.8947	1.2285	5.7757	6.2024	1.2189	6.2469	6.7187	5.857	6.4303	6.2879	7.9574	0.7916	0.67154	1.315	7.3412	1.4474	7.4063	5.2109	6.9303	0.66099	6.8046	6.7805	6.3472	5.0939	6.9312	6.8136	6.8696	4.7518	7.7803	5.6277	6.3073	6.534	5.7729
